,UF,cod_ibge,Mes,Obitos,Regiao
965,AP,160053,5,3,N
966,AP,160053,8,4,N
967,AP,160053,9,1,N
968,AP,160053,11,1,N
969,AP,160053,12,3,N
970,AP,160055,5,1,N
971,AP,160055,6,3,N
972,AP,160060,4,2,N
973,AP,160060,5,12,N
974,AP,160060,6,16,N
975,AP,160060,7,4,N
976,AP,160060,8,4,N
977,AP,160060,10,4,N
978,AP,160060,11,8,N
979,AP,160060,12,6,N
980,AP,160070,5,1,N
981,AP,160070,8,2,N
982,AP,160070,12,1,N
983,AP,160080,5,6,N
984,AP,160080,6,3,N
985,AP,160080,7,1,N
986,BA,290010,12,1,NE
987,BA,290030,6,2,NE
988,BA,290030,7,1,NE
989,BA,290030,10,2,NE
990,BA,290035,4,1,NE
991,BA,290035,7,1,NE
992,BA,290035,11,1,NE
993,BA,290040,4,1,NE
994,BA,290040,9,1,NE
995,BA,290040,10,1,NE
996,BA,290040,12,1,NE
997,BA,290060,5,2,NE
998,BA,290060,7,1,NE
999,BA,290060,10,1,NE
1000,BA,290060,12,3,NE
1001,BA,290070,5,5,NE
1002,BA,290070,6,10,NE
1003,BA,290070,7,25,NE
1004,BA,290070,8,14,NE
1005,BA,290070,9,8,NE
1006,BA,290070,10,5,NE
1007,BA,290070,11,8,NE
1008,BA,290070,12,4,NE
1009,BA,290080,6,1,NE
1010,BA,290080,7,4,NE
1011,BA,290080,8,1,NE
1012,BA,290080,9,2,NE
1013,BA,290080,10,3,NE
1014,BA,290080,11,2,NE
1015,BA,290080,12,3,NE
1016,BA,290090,6,1,NE
1017,BA,290090,7,2,NE
1018,BA,290090,8,3,NE
1019,BA,290100,5,1,NE
1020,BA,290100,6,3,NE
1021,BA,290100,7,5,NE
1022,BA,290100,8,1,NE
1023,BA,290100,9,3,NE
1024,BA,290100,10,3,NE
1025,BA,290100,12,1,NE
1026,BA,290110,5,1,NE
1027,BA,290110,6,1,NE
1028,BA,290110,7,2,NE
1029,BA,290110,8,2,NE
1030,BA,290110,9,4,NE
1031,BA,290110,10,3,NE
1032,BA,290110,11,3,NE
1033,BA,290110,12,1,NE
1034,BA,290115,11,1,NE
1035,BA,290120,5,1,NE
1036,BA,290120,7,1,NE
1037,BA,290120,8,2,NE
1038,BA,290120,11,1,NE
1039,BA,290130,12,2,NE
1040,BA,290135,8,1,NE
1041,BA,290135,11,2,NE
1042,BA,290135,12,1,NE
1043,BA,290140,8,1,NE
1044,BA,290140,9,2,NE
1045,BA,290140,10,1,NE
1046,BA,290140,12,1,NE
1047,BA,290150,12,1,NE
1048,BA,290160,9,1,NE
1049,BA,290170,9,2,NE
1050,BA,290170,11,1,NE
1051,BA,290180,7,1,NE
1052,BA,290180,8,1,NE
1053,BA,290180,12,2,NE
1054,BA,290190,5,1,NE
1055,BA,290190,9,2,NE
1056,BA,290190,11,1,NE
1057,BA,290190,12,1,NE
1058,BA,290195,8,3,NE
1059,BA,290195,10,1,NE
1060,BA,290200,9,1,NE
1061,BA,290200,11,1,NE
1062,BA,290200,12,3,NE
1063,BA,290205,8,3,NE
1064,BA,290205,9,1,NE
1065,BA,290210,4,1,NE
1066,BA,290210,6,5,NE
1067,BA,290210,7,6,NE
1068,BA,290210,8,2,NE
1069,BA,290210,9,2,NE
1070,BA,290210,11,1,NE
1071,BA,290220,7,1,NE
1072,BA,290220,9,1,NE
1073,BA,290220,11,2,NE
1074,BA,290220,12,1,NE
1075,BA,290225,7,1,NE
1076,BA,290225,9,4,NE
1077,BA,290225,10,3,NE
1078,BA,290225,11,2,NE
1079,BA,290230,7,2,NE
1080,BA,290240,6,1,NE
1081,BA,290240,8,4,NE
1082,BA,290240,10,1,NE
1083,BA,290240,11,1,NE
1084,BA,290240,12,3,NE
1085,BA,290250,9,1,NE
1086,BA,290260,8,1,NE
1087,BA,290260,12,1,NE
1088,BA,290265,11,1,NE
1089,BA,290270,5,1,NE
1090,BA,290270,8,1,NE
1091,BA,290270,9,1,NE
1092,BA,290270,10,1,NE
1093,BA,290270,11,1,NE
1094,BA,290270,12,2,NE
1095,BA,290280,11,1,NE
1096,BA,290280,12,2,NE
1097,BA,290290,4,1,NE
1098,BA,290290,8,3,NE
1099,BA,290290,9,1,NE
1100,BA,290290,10,1,NE
1101,BA,290290,12,3,NE
1102,BA,290300,11,1,NE
1103,BA,290300,12,6,NE
1104,BA,290310,9,1,NE
1105,BA,290310,11,1,NE
1106,BA,290320,6,5,NE
1107,BA,290320,7,21,NE
1108,BA,290320,8,43,NE
1109,BA,290320,9,21,NE
1110,BA,290320,10,9,NE
1111,BA,290320,11,5,NE
1112,BA,290320,12,4,NE
1113,BA,290323,8,1,NE
1114,BA,290323,12,2,NE
1115,BA,290327,12,3,NE
1116,BA,290330,6,1,NE
1117,BA,290330,7,2,NE
1118,BA,290330,8,1,NE
1119,BA,290330,9,2,NE
1120,BA,290340,8,2,NE
1121,BA,290340,9,1,NE
1122,BA,290340,10,1,NE
1123,BA,290350,8,1,NE
1124,BA,290350,11,1,NE
1125,BA,290350,12,1,NE
1126,BA,290360,9,1,NE
1127,BA,290370,7,2,NE
1128,BA,290370,8,2,NE
1129,BA,290370,11,2,NE
1130,BA,290370,12,1,NE
1131,BA,290380,5,1,NE
1132,BA,290380,8,1,NE
1133,BA,290390,8,2,NE
1134,BA,290390,10,4,NE
1135,BA,290390,11,4,NE
1136,BA,290390,12,2,NE
1137,BA,290395,12,1,NE
1138,BA,290400,12,1,NE
1139,BA,290405,7,1,NE
1140,BA,290405,8,1,NE
1141,BA,290405,12,2,NE
1142,BA,290410,7,1,NE
1143,BA,290410,8,1,NE
1144,BA,290410,12,2,NE
1145,BA,290430,12,4,NE
1146,BA,290440,7,1,NE
1147,BA,290440,12,4,NE
1148,BA,290460,6,2,NE
1149,BA,290460,7,1,NE
1150,BA,290460,8,3,NE
1151,BA,290460,9,7,NE
1152,BA,290460,10,9,NE
1153,BA,290460,11,8,NE
1154,BA,290460,12,1,NE
1155,BA,290470,4,2,NE
1156,BA,290470,5,2,NE
1157,BA,290470,6,2,NE
1158,BA,290470,7,6,NE
1159,BA,290470,8,7,NE
1160,BA,290470,9,2,NE
1161,BA,290470,10,1,NE
1162,BA,290470,11,1,NE
1163,BA,290475,7,1,NE
1164,BA,290475,8,3,NE
1165,BA,290475,9,1,NE
1166,BA,290475,11,2,NE
1167,BA,290480,9,1,NE
1168,BA,290480,10,2,NE
1169,BA,290480,12,1,NE
1170,BA,290490,6,1,NE
1171,BA,290490,7,4,NE
1172,BA,290490,8,1,NE
1173,BA,290490,9,1,NE
1174,BA,290490,11,1,NE
1175,BA,290500,5,1,NE
1176,BA,290500,8,1,NE
1177,BA,290500,12,1,NE
1178,BA,290510,6,1,NE
1179,BA,290510,7,1,NE
1180,BA,290510,12,1,NE
1181,BA,290515,10,1,NE
1182,BA,290515,12,3,NE
1183,BA,290520,7,3,NE
1184,BA,290520,8,1,NE
1185,BA,290520,9,1,NE
1186,BA,290520,11,1,NE
1187,BA,290530,9,2,NE
1188,BA,290530,11,1,NE
1189,BA,290540,5,1,NE
1190,BA,290540,7,2,NE
1191,BA,290540,11,1,NE
1192,BA,290540,12,1,NE
1193,BA,290550,6,1,NE
1194,BA,290550,11,2,NE
1195,BA,290550,12,2,NE
1196,BA,290560,5,1,NE
1197,BA,290560,6,10,NE
1198,BA,290560,7,7,NE
1199,BA,290560,8,6,NE
1200,BA,290560,9,7,NE
1201,BA,290560,10,1,NE
1202,BA,290560,11,2,NE
1203,BA,290560,12,3,NE
1204,BA,290570,4,2,NE
1205,BA,290570,5,12,NE
1206,BA,290570,6,36,NE
1207,BA,290570,7,33,NE
1208,BA,290570,8,21,NE
1209,BA,290570,9,12,NE
1210,BA,290570,10,9,NE
1211,BA,290570,11,2,NE
1212,BA,290570,12,10,NE
1213,BA,290580,5,1,NE
1214,BA,290580,6,2,NE
1215,BA,290580,7,8,NE
1216,BA,290580,8,1,NE
1217,BA,290580,9,3,NE
1218,BA,290580,10,1,NE
1219,BA,290590,5,1,NE
1220,BA,290590,6,1,NE
1221,BA,290590,7,1,NE
1222,BA,290590,8,2,NE
1223,BA,290590,9,2,NE
1224,BA,290600,7,6,NE
1225,BA,290600,8,3,NE
1226,BA,290600,9,2,NE
1227,BA,290600,11,2,NE
1228,BA,290600,12,7,NE
1229,BA,290610,10,1,NE
1230,BA,290620,11,3,NE
1231,BA,290620,12,2,NE
1232,BA,290630,5,1,NE
1233,BA,290630,6,3,NE
1234,BA,290630,7,3,NE
1235,BA,290630,8,3,NE
1236,BA,290630,9,4,NE
1237,BA,290630,10,4,NE
1238,BA,290630,11,5,NE
1239,BA,290630,12,12,NE
1240,BA,290650,5,11,NE
1241,BA,290650,6,20,NE
1242,BA,290650,7,12,NE
1243,BA,290650,8,11,NE
1244,BA,290650,9,8,NE
1245,BA,290650,10,1,NE
1246,BA,290650,11,2,NE
1247,BA,290650,12,10,NE
1248,BA,290660,9,1,NE
1249,BA,290670,6,3,NE
1250,BA,290670,7,2,NE
1251,BA,290670,8,2,NE
1252,BA,290670,9,9,NE
1253,BA,290670,10,2,NE
1254,BA,290670,12,4,NE
1255,BA,290680,6,2,NE
1256,BA,290680,7,2,NE
1257,BA,290680,8,1,NE
1258,BA,290680,10,1,NE
1259,BA,290680,12,1,NE
1260,BA,290682,6,2,NE
1261,BA,290682,8,3,NE
1262,BA,290682,9,1,NE
1263,BA,290682,10,2,NE
1264,BA,290682,11,1,NE
1265,BA,290682,12,3,NE
1266,BA,290685,9,1,NE
1267,BA,290685,10,1,NE
1268,BA,290685,11,1,NE
1269,BA,290685,12,1,NE
1270,BA,290687,4,1,NE
1271,BA,290687,5,2,NE
1272,BA,290687,6,1,NE
1273,BA,290687,7,2,NE
1274,BA,290687,8,4,NE
1275,BA,290687,9,1,NE
1276,BA,290687,12,2,NE
1277,BA,290689,12,3,NE
1278,BA,290690,8,1,NE
1279,BA,290690,9,3,NE
1280,BA,290690,12,2,NE
1281,BA,290710,7,4,NE
1282,BA,290710,12,2,NE
1283,BA,290720,6,2,NE
1284,BA,290720,7,4,NE
1285,BA,290720,11,1,NE
1286,BA,290720,12,6,NE
1287,BA,290730,5,1,NE
1288,BA,290730,7,2,NE
1289,BA,290730,8,1,NE
1290,BA,290730,9,4,NE
1291,BA,290730,10,2,NE
1292,BA,290730,11,1,NE
1293,BA,290730,12,2,NE
1294,BA,290750,4,1,NE
1295,BA,290750,6,1,NE
1296,BA,290750,7,5,NE
1297,BA,290750,8,3,NE
1298,BA,290750,9,2,NE
1299,BA,290750,10,5,NE
1300,BA,290750,11,1,NE
1301,BA,290750,12,1,NE
1302,BA,290760,8,1,NE
1303,BA,290760,12,3,NE
1304,BA,290770,7,2,NE
1305,BA,290770,9,1,NE
1306,BA,290780,5,1,NE
1307,BA,290780,7,1,NE
1308,BA,290780,8,1,NE
1309,BA,290780,9,1,NE
1310,BA,290790,8,1,NE
1311,BA,290790,9,1,NE
1312,BA,290790,11,1,NE
1313,BA,290800,5,2,NE
1314,BA,290800,6,1,NE
1315,BA,290800,7,2,NE
1316,BA,290800,8,5,NE
1317,BA,290800,9,12,NE
1318,BA,290800,10,2,NE
1319,BA,290800,11,1,NE
1320,BA,290810,7,1,NE
1321,BA,290810,8,2,NE
1322,BA,290810,9,1,NE
1323,BA,290810,12,1,NE
1324,BA,290820,6,1,NE
1325,BA,290820,7,3,NE
1326,BA,290820,8,1,NE
1327,BA,290820,10,1,NE
1328,BA,290820,12,1,NE
1329,BA,290830,7,2,NE
1330,BA,290830,8,3,NE
1331,BA,290830,9,2,NE
1332,BA,290830,11,2,NE
1333,BA,290840,7,4,NE
1334,BA,290840,8,1,NE
1335,BA,290840,10,3,NE
1336,BA,290840,11,3,NE
1337,BA,290840,12,3,NE
1338,BA,290850,6,1,NE
1339,BA,290850,7,1,NE
1340,BA,290850,8,1,NE
1341,BA,290850,9,1,NE
1342,BA,290850,11,4,NE
1343,BA,290850,12,2,NE
1344,BA,290860,6,5,NE
1345,BA,290860,7,1,NE
1346,BA,290860,9,1,NE
1347,BA,290860,10,1,NE
1348,BA,290860,12,1,NE
1349,BA,290870,8,2,NE
1350,BA,290870,10,1,NE
1351,BA,290870,11,1,NE
1352,BA,290890,7,2,NE
1353,BA,290890,8,1,NE
1354,BA,290890,11,2,NE
1355,BA,290890,12,1,NE
1356,BA,290900,7,1,NE
1357,BA,290900,12,1,NE
1358,BA,290910,7,1,NE
1359,BA,290910,8,2,NE
1360,BA,290910,9,1,NE
1361,BA,290910,10,1,NE
1362,BA,290910,11,1,NE
1363,BA,290910,12,1,NE
1364,BA,290920,7,1,NE
1365,BA,290920,8,1,NE
1366,BA,290920,9,1,NE
1367,BA,290920,11,1,NE
1368,BA,290920,12,1,NE
1369,BA,290930,9,2,NE
1370,BA,290930,12,1,NE
1371,BA,290940,7,4,NE
1372,BA,290940,8,1,NE
1373,BA,290940,11,1,NE
1374,BA,290960,6,1,NE
1375,BA,290960,12,1,NE
1376,BA,290970,5,1,NE
1377,BA,290980,6,1,NE
1378,BA,290980,7,5,NE
1379,BA,290980,8,4,NE
1380,BA,290980,9,1,NE
1381,BA,290980,10,5,NE
1382,BA,290980,11,1,NE
1383,BA,290980,12,6,NE
1384,BA,290990,10,1,NE
1385,BA,291000,7,2,NE
1386,BA,291000,8,3,NE
1387,BA,291000,9,1,NE
1388,BA,291005,5,5,NE
1389,BA,291005,6,10,NE
1390,BA,291005,7,9,NE
1391,BA,291005,8,5,NE
1392,BA,291005,9,3,NE
1393,BA,291005,10,1,NE
1394,BA,291005,11,3,NE
1395,BA,291010,12,3,NE
1396,BA,291020,9,1,NE
1397,BA,291020,11,2,NE
1398,BA,291030,8,1,NE
1399,BA,291030,10,1,NE
1400,BA,291030,11,1,NE
1401,BA,291040,5,1,NE
1402,BA,291040,8,1,NE
1403,BA,291040,9,5,NE
1404,BA,291040,10,1,NE
1405,BA,291040,11,2,NE
1406,BA,291040,12,1,NE
1407,BA,291050,4,1,NE
1408,BA,291050,8,2,NE
1409,BA,291050,10,1,NE
1410,BA,291050,12,2,NE
1411,BA,291060,8,2,NE
1412,BA,291060,9,3,NE
1413,BA,291060,11,1,NE
1414,BA,291060,12,2,NE
1415,BA,291070,6,2,NE
1416,BA,291070,7,1,NE
1417,BA,291070,8,1,NE
1418,BA,291070,12,2,NE
1419,BA,291072,5,2,NE
1420,BA,291072,6,21,NE
1421,BA,291072,7,19,NE
1422,BA,291072,8,15,NE
1423,BA,291072,9,7,NE
1424,BA,291072,10,6,NE
1425,BA,291072,11,4,NE
1426,BA,291072,12,5,NE
1427,BA,291075,7,1,NE
1428,BA,291075,9,1,NE
1429,BA,291075,12,1,NE
1430,BA,291077,10,1,NE
1431,BA,291080,4,1,NE
1432,BA,291080,5,7,NE
1433,BA,291080,6,55,NE
1434,BA,291080,7,77,NE
1435,BA,291080,8,47,NE
1436,BA,291080,9,29,NE
1437,BA,291080,10,26,NE
1438,BA,291080,11,29,NE
1439,BA,291080,12,49,NE
1440,BA,291085,5,1,NE
1441,BA,291085,8,2,NE
1442,BA,291085,9,1,NE
1443,BA,291085,10,2,NE
1444,BA,291085,11,2,NE
1445,BA,291085,12,2,NE
1446,BA,291090,7,1,NE
1447,BA,291090,9,1,NE
1448,BA,291100,7,2,NE
1449,BA,291100,8,4,NE
1450,BA,291100,9,2,NE
1451,BA,291100,10,2,NE
1452,BA,291110,8,1,NE
1453,BA,291110,9,3,NE
1454,BA,291110,10,1,NE
1455,BA,291110,11,1,NE
1456,BA,291110,12,3,NE
1457,BA,291120,6,8,NE
1458,BA,291120,7,1,NE
1459,BA,291120,8,1,NE
1460,BA,291120,9,1,NE
1461,BA,291120,10,1,NE
1462,BA,291120,11,1,NE
1463,BA,291125,12,1,NE
1464,BA,291130,9,1,NE
1465,BA,291140,6,2,NE
1466,BA,291140,7,2,NE
1467,BA,291140,9,1,NE
1468,BA,291140,10,1,NE
1469,BA,291140,12,1,NE
1470,BA,291150,4,2,NE
1471,BA,291150,8,1,NE
1472,BA,291150,12,2,NE
1473,BA,291160,5,1,NE
1474,BA,291160,6,1,NE
1475,BA,291160,8,1,NE
1476,BA,291160,11,1,NE
1477,BA,291170,8,2,NE
1478,BA,291170,9,3,NE
1479,BA,291170,10,3,NE
1480,BA,291170,11,3,NE
1481,BA,291170,12,6,NE
1482,BA,291180,6,2,NE
1483,BA,291180,7,2,NE
1484,BA,291180,8,3,NE
1485,BA,291180,9,2,NE
1486,BA,291180,10,1,NE
1487,BA,291180,11,5,NE
1488,BA,291180,12,8,NE
1489,BA,291185,10,1,NE
1490,BA,291185,12,2,NE
1491,BA,291190,5,3,NE
1492,BA,291190,6,1,NE
1493,BA,291190,7,2,NE
1494,BA,291190,8,1,NE
1495,BA,291190,9,1,NE
1496,BA,291190,10,1,NE
1497,BA,291190,11,1,NE
1498,BA,291190,12,3,NE
1499,BA,291210,5,1,NE
1500,BA,291210,7,9,NE
1501,BA,291210,8,13,NE
1502,BA,291210,9,7,NE
1503,BA,291210,10,6,NE
1504,BA,291210,11,3,NE
1505,BA,291210,12,1,NE
1506,BA,291220,11,6,NE
1507,BA,291220,12,2,NE
1508,BA,291230,7,1,NE
1509,BA,291230,8,2,NE
1510,BA,291230,9,2,NE
1511,BA,291230,12,4,NE
1512,BA,291240,7,1,NE
1513,BA,291240,12,1,NE
1514,BA,291250,10,4,NE
1515,BA,291250,12,2,NE
1516,BA,291270,5,1,NE
1517,BA,291270,6,1,NE
1518,BA,291270,7,4,NE
1519,BA,291270,8,1,NE
1520,BA,291270,11,1,NE
1521,BA,291270,12,1,NE
1522,BA,291280,6,1,NE
1523,BA,291280,7,1,NE
1524,BA,291280,10,1,NE
1525,BA,291280,12,4,NE
1526,BA,291290,4,1,NE
1527,BA,291290,5,1,NE
1528,BA,291290,6,1,NE
1529,BA,291290,7,3,NE
1530,BA,291290,8,11,NE
1531,BA,291290,9,1,NE
1532,BA,291290,10,2,NE
1533,BA,291290,11,1,NE
1534,BA,291290,12,1,NE
1535,BA,291300,5,1,NE
1536,BA,291300,11,2,NE
1537,BA,291300,12,1,NE
1538,BA,291310,7,1,NE
1539,BA,291310,10,2,NE
1540,BA,291310,11,1,NE
1541,BA,291310,12,4,NE
1542,BA,291320,7,4,NE
1543,BA,291320,8,2,NE
1544,BA,291320,9,1,NE
1545,BA,291320,10,2,NE
1546,BA,291320,11,5,NE
1547,BA,291320,12,2,NE
1548,BA,291330,6,1,NE
1549,BA,291330,12,1,NE
1550,BA,291340,7,3,NE
1551,BA,291340,12,1,NE
1552,BA,291345,6,1,NE
1553,BA,291345,7,1,NE
1554,BA,291345,8,1,NE
1555,BA,291345,9,1,NE
1556,BA,291345,10,1,NE
1557,BA,291350,6,2,NE
1558,BA,291350,7,6,NE
1559,BA,291350,9,1,NE
1560,BA,291350,10,1,NE
1561,BA,291350,11,1,NE
1562,BA,291350,12,3,NE
1563,BA,291360,4,10,NE
1564,BA,291360,5,26,NE
1565,BA,291360,6,27,NE
1566,BA,291360,7,88,NE
1567,BA,291360,8,60,NE
1568,BA,291360,9,34,NE
1569,BA,291360,10,12,NE
1570,BA,291360,11,13,NE
1571,BA,291360,12,10,NE
1572,BA,291370,6,1,NE
1573,BA,291370,7,4,NE
1574,BA,291370,8,7,NE
1575,BA,291370,9,1,NE
1576,BA,291370,10,1,NE
1577,BA,291370,11,1,NE
1578,BA,291380,7,1,NE
1579,BA,291380,8,1,NE
1580,BA,291380,9,1,NE
1581,BA,291380,12,1,NE
1582,BA,291390,4,4,NE
1583,BA,291390,5,4,NE
1584,BA,291390,6,6,NE
1585,BA,291390,7,5,NE
1586,BA,291390,8,6,NE
1587,BA,291390,9,3,NE
1588,BA,291390,10,3,NE
1589,BA,291390,11,3,NE
1590,BA,291390,12,1,NE
1591,BA,291400,6,1,NE
1592,BA,291400,7,2,NE
1593,BA,291400,8,1,NE
1594,BA,291400,9,1,NE
1595,BA,291400,10,1,NE
1596,BA,291400,11,1,NE
1597,BA,291400,12,3,NE
1598,BA,291410,9,1,NE
1599,BA,291430,6,1,NE
1600,BA,291430,12,1,NE
1601,BA,291450,7,2,NE
1602,BA,291450,8,1,NE
1603,BA,291450,12,3,NE
1604,BA,291460,6,3,NE
1605,BA,291460,7,6,NE
1606,BA,291460,8,9,NE
1607,BA,291460,9,5,NE
1608,BA,291460,10,8,NE
1609,BA,291460,11,5,NE
1610,BA,291460,12,13,NE
1611,BA,291465,6,1,NE
1612,BA,291465,7,4,NE
1613,BA,291465,8,4,NE
1614,BA,291465,9,3,NE
1615,BA,291465,10,2,NE
1616,BA,291465,11,3,NE
1617,BA,291465,12,3,NE
1618,BA,291470,5,2,NE
1619,BA,291470,6,10,NE
1620,BA,291470,7,10,NE
1621,BA,291470,8,10,NE
1622,BA,291470,9,6,NE
1623,BA,291470,11,2,NE
1624,BA,291470,12,7,NE
1625,BA,291480,4,7,NE
1626,BA,291480,5,36,NE
1627,BA,291480,6,44,NE
1628,BA,291480,7,101,NE
1629,BA,291480,8,96,NE
1630,BA,291480,9,53,NE
1631,BA,291480,10,20,NE
1632,BA,291480,11,16,NE
1633,BA,291480,12,19,NE
1634,BA,291490,5,2,NE
1635,BA,291490,6,2,NE
1636,BA,291490,7,4,NE
1637,BA,291490,8,2,NE
1638,BA,291490,11,3,NE
1639,BA,291490,12,1,NE
1640,BA,291500,7,1,NE
1641,BA,291500,10,1,NE
1642,BA,291500,11,1,NE
1643,BA,291510,8,3,NE
1644,BA,291510,9,4,NE
1645,BA,291510,10,4,NE
1646,BA,291510,11,2,NE
1647,BA,291510,12,2,NE
1648,BA,291520,4,1,NE
1649,BA,291520,5,2,NE
1650,BA,291520,7,2,NE
1651,BA,291520,9,1,NE
1652,BA,291520,10,1,NE
1653,BA,291520,12,1,NE
1654,BA,291530,12,1,NE
1655,BA,291535,10,1,NE
1656,BA,291540,10,2,NE
1657,BA,291540,11,1,NE
1658,BA,291550,5,3,NE
1659,BA,291550,6,4,NE
1660,BA,291550,7,10,NE
1661,BA,291550,8,5,NE
1662,BA,291550,9,3,NE
1663,BA,291550,10,5,NE
1664,BA,291550,11,2,NE
1665,BA,291550,12,2,NE
1666,BA,291560,4,1,NE
1667,BA,291560,5,2,NE
1668,BA,291560,6,10,NE
1669,BA,291560,7,7,NE
1670,BA,291560,8,7,NE
1671,BA,291560,9,2,NE
1672,BA,291560,10,1,NE
1673,BA,291560,11,4,NE
1674,BA,291560,12,12,NE
1675,BA,291570,7,1,NE
1676,BA,291570,8,1,NE
1677,BA,291570,9,1,NE
1678,BA,291570,11,3,NE
1679,BA,291580,8,4,NE
1680,BA,291580,9,1,NE
1681,BA,291580,10,1,NE
1682,BA,291590,5,1,NE
1683,BA,291590,6,1,NE
1684,BA,291590,7,1,NE
1685,BA,291600,6,2,NE
1686,BA,291600,7,5,NE
1687,BA,291600,8,1,NE
1688,BA,291600,9,1,NE
1689,BA,291600,10,1,NE
1690,BA,291600,11,5,NE
1691,BA,291600,12,6,NE
1692,BA,291610,5,3,NE
1693,BA,291610,6,1,NE
1694,BA,291610,7,5,NE
1695,BA,291610,8,4,NE
1696,BA,291610,9,1,NE
1697,BA,291610,10,3,NE
1698,BA,291610,12,1,NE
1699,BA,291620,4,1,NE
1700,BA,291620,5,1,NE
1701,BA,291620,7,4,NE
1702,BA,291620,8,3,NE
1703,BA,291620,9,2,NE
1704,BA,291630,6,1,NE
1705,BA,291630,7,2,NE
1706,BA,291630,9,1,NE
1707,BA,291630,12,2,NE
1708,BA,291640,4,2,NE
1709,BA,291640,6,6,NE
1710,BA,291640,7,7,NE
1711,BA,291640,8,9,NE
1712,BA,291640,9,11,NE
1713,BA,291640,10,4,NE
1714,BA,291640,11,5,NE
1715,BA,291640,12,5,NE
1716,BA,291650,5,1,NE
1717,BA,291650,8,4,NE
1718,BA,291650,9,1,NE
1719,BA,291650,10,1,NE
1720,BA,291650,12,2,NE
1721,BA,291660,6,1,NE
1722,BA,291660,9,1,NE
1723,BA,291660,10,2,NE
1724,BA,291660,11,5,NE
1725,BA,291660,12,1,NE
1726,BA,291670,8,1,NE
1727,BA,291670,9,1,NE
1728,BA,291680,5,1,NE
1729,BA,291680,7,2,NE
1730,BA,291680,8,1,NE
1731,BA,291680,9,4,NE
1732,BA,291685,5,1,NE
1733,BA,291685,6,1,NE
1734,BA,291685,7,1,NE
1735,BA,291685,8,3,NE
1736,BA,291685,9,2,NE
1737,BA,291685,12,2,NE
1738,BA,291690,8,1,NE
1739,BA,291690,12,1,NE
1740,BA,291700,9,1,NE
1741,BA,291700,11,1,NE
1742,BA,291700,12,4,NE
1743,BA,291710,6,1,NE
1744,BA,291710,7,2,NE
1745,BA,291710,8,4,NE
1746,BA,291710,9,2,NE
1747,BA,291710,10,2,NE
1748,BA,291720,6,1,NE
1749,BA,291720,9,1,NE
1750,BA,291730,6,4,NE
1751,BA,291730,7,3,NE
1752,BA,291730,8,5,NE
1753,BA,291730,9,3,NE
1754,BA,291730,10,1,NE
1755,BA,291730,11,1,NE
1756,BA,291730,12,2,NE
1757,BA,291733,10,1,NE
1758,BA,291735,9,3,NE
1759,BA,291735,10,1,NE
1760,BA,291735,12,2,NE
1761,BA,291740,11,1,NE
1762,BA,291750,5,1,NE
1763,BA,291750,6,1,NE
1764,BA,291750,7,2,NE
1765,BA,291750,8,5,NE
1766,BA,291750,9,2,NE
1767,BA,291750,11,2,NE
1768,BA,291750,12,6,NE
1769,BA,291760,5,1,NE
1770,BA,291760,7,9,NE
1771,BA,291760,8,4,NE
1772,BA,291760,9,2,NE
1773,BA,291760,10,1,NE
1774,BA,291770,6,1,NE
1775,BA,291770,11,2,NE
1776,BA,291770,12,3,NE
1777,BA,291780,6,1,NE
1778,BA,291780,7,1,NE
1779,BA,291790,5,1,NE
1780,BA,291790,6,1,NE
1781,BA,291790,7,1,NE
1782,BA,291790,8,2,NE
1783,BA,291800,5,13,NE
1784,BA,291800,6,19,NE
1785,BA,291800,7,55,NE
1786,BA,291800,8,38,NE
1787,BA,291800,9,17,NE
1788,BA,291800,10,14,NE
1789,BA,291800,11,5,NE
1790,BA,291800,12,11,NE
1791,BA,291810,7,2,NE
1792,BA,291810,8,3,NE
1793,BA,291810,12,1,NE
1794,BA,291820,9,1,NE
1795,BA,291820,11,2,NE
1796,BA,291830,5,2,NE
1797,BA,291830,7,7,NE
1798,BA,291830,8,4,NE
1799,BA,291830,9,1,NE
1800,BA,291830,11,1,NE
1801,BA,291830,12,1,NE
1802,BA,291835,6,3,NE
1803,BA,291835,7,4,NE
1804,BA,291835,8,1,NE
1805,BA,291835,9,2,NE
1806,BA,291835,10,1,NE
1807,BA,291835,12,4,NE
1808,BA,291840,4,1,NE
1809,BA,291840,5,4,NE
1810,BA,291840,6,30,NE
1811,BA,291840,7,42,NE
1812,BA,291840,8,20,NE
1813,BA,291840,9,10,NE
1814,BA,291840,10,9,NE
1815,BA,291840,11,6,NE
1816,BA,291840,12,6,NE
1817,BA,291845,10,2,NE
1818,BA,291845,11,2,NE
1819,BA,291845,12,2,NE
1820,BA,291850,6,1,NE
1821,BA,291850,8,1,NE
1822,BA,291850,12,2,NE
1823,BA,291855,7,2,NE
1824,BA,291855,8,2,NE
1825,BA,291870,6,1,NE
1826,BA,291870,8,1,NE
1827,BA,291870,11,1,NE
1828,BA,291875,12,1,NE
1829,BA,291880,7,1,NE
1830,BA,291880,8,3,NE
1831,BA,291880,9,1,NE
1832,BA,291880,12,1,NE
1833,BA,291890,11,1,NE
1834,BA,291890,12,1,NE
1835,BA,291905,12,1,NE
1836,BA,291915,7,1,NE
1837,BA,291915,8,1,NE
1838,BA,291915,9,1,NE
1839,BA,291915,12,1,NE
1840,BA,291920,4,3,NE
