 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"210317 Centro Novo do Maranhão";121965;25853;32060;68886;248764
"210320 Chapadinha";1215914;1624148;1702233;1280521;5822816
"210325 Cidelândia";41197;65962;29793;43794;180746
"210330 Codó";2347098;1148905;1490613;878998;5865614
"210340 Coelho Neto";1026134;1045857;388135;179822;2639948
"210350 Colinas";368248;322586;195674;320676;1207184
"210355 Conceição do Lago-Açu";39546;22078;19530;15397;96551
"210360 Coroatá";566362;526780;548257;512025;2153424
"210370 Cururupu";390441;418553;389865;227705;1426564
"210375 Davinópolis";91051;128469;165490;69951;454961
"210380 Dom Pedro";200793;132543;122694;109372;565402
"210390 Duque Bacelar";147088;167852;17837;577136;909913
"210400 Esperantinópolis";557736;420237;275694;138205;1391872
"210405 Estreito";736188;722183;815644;826740;3100755
"210407 Feira Nova do Maranhão";36264;1145;28342;336258;402009
"210408 Fernando Falcão";60485;94267;86573;60162;301487
"210409 Formosa da Serra Negra";74067;46918;44487;561748;727220
"210410 Fortaleza dos Nogueiras";113188;120084;106323;60437;400032
"210420 Fortuna";1768802;81174;74282;34947;1959205
"210430 Godofredo Viana";42013;389;184;238;42824
"210440 Gonçalves Dias";152041;169241;119243;215581;656106
"210450 Governador Archer";104213;105118;98656;212167;520154
"210455 Governador Edison Lobão";88155;53615;72851;725466;940087
"210460 Governador Eugênio Barros";132530;59889;68303;53597;314319
"210462 Governador Luiz Rocha";21416;31205;37412;49684;139717
"210465 Governador Newton Bello";143521;200336;192181;182898;718936
"210467 Governador Nunes Freire";526184;157351;120044;94677;898256
"210470 Graça Aranha";50320;56135;48560;98984;253999
"210480 Grajaú";783097;754501;945597;674018;3157213
"210490 Guimarães";95951;4612;7080;6729;114372
"210500 Humberto de Campos";141660;207289;252734;20838;622521
"210510 Icatu";151694;120907;204467;496530;973598
"210515 Igarapé do Meio";55766;21572;25292;41126;143756
"210520 Igarapé Grande";261433;1982101;5821587;1192356;9257477
"210530 Imperatriz";4481369;4101716;4213891;3275902;16072878
"210535 Itaipava do Grajaú";195903;110742;124155;104358;535158
"210540 Itapecuru Mirim";387604;169809;266301;370806;1194520
"210542 Itinga do Maranhão";200998;89128;108622;113593;512341
"210545 Jatobá";122612;92795;38525;148422;402354
"210547 Jenipapo dos Vieiras";101721;132959;112332;91716;438728
"210550 João Lisboa";298690;163172;177344;147520;786726
"210560 Joselândia";40639;13893;167333;260030;481895
"210565 Junco do Maranhão";63921;42583;-;-;106504
"210570 Lago da Pedra";1345622;855965;1390308;1224489;4816384
"210580 Lago do Junco";218433;196657;89027;96865;600982
"210594 Lago dos Rodrigues";134275;191875;856005;709475;1891630
"210590 Lago Verde";95987;158;143;125;96413
"210592 Lagoa do Mato";176216;519616;124547;25789;846168
"210596 Lagoa Grande do Maranhão";34204;19054;12805;9790;75853
"210598 Lajeado Novo";37433;68019;117111;91743;314306
"210600 Lima Campos";372894;194540;602771;464426;1634631
"210610 Loreto";17027;28856;32157;32735;110775
"210620 Luís Domingues";92136;271962;352;757;365207
"210630 Magalhães de Almeida";415740;333810;143882;140459;1033891
"210632 Maracaçumé";186948;130849;115887;112623;546307
"210635 Marajá do Sena";22845;6489;10847;21180;61361
"210637 Maranhãozinho";39550;159773;214789;257270;671382
"210640 Mata Roma";2082863;1269139;652129;781003;4785134
"210650 Matinha";311474;195337;158596;131058;796465
"210660 Matões";263278;173496;194645;102181;733600
"210663 Matões do Norte";107604;33209;50252;43286;234351
"210667 Milagres do Maranhão";74372;31629;44569;104664;255234
"210670 Mirador";247989;499764;384207;169833;1301793
"210675 Miranda do Norte";2426232;812965;325978;120546;3685721
"210680 Mirinzal";129528;4237;64676;48140;246581
"210690 Monção";108789;1638;24748;14254;149429
"210700 Montes Altos";23383;47171;34019;28992;133565
"210710 Morros";49453;2284;2724;5960;60421
"210720 Nina Rodrigues";27218;228815;803669;327245;1386947
"210725 Nova Colinas";62933;17090;252799;27982;360804
"210730 Nova Iorque";14757;19597;41109;46187;121650
"210735 Nova Olinda do Maranhão";96474;42172;37352;30164;206162
"210740 Olho d'Água das Cunhãs";75353;341;41523;120875;238092
"210745 Olinda Nova do Maranhão";196343;130113;215619;669263;1211338
"210750 Paço do Lumiar";678316;307132;386293;2441347;3813088
"210760 Palmeirândia";196139;169494;128240;143426;637299
"210770 Paraibano";369507;233974;121252;120823;845556
"210780 Parnarama";925066;191490;561617;181041;1859214
"210790 Passagem Franca";219477;105112;819;4082;329490
"210800 Pastos Bons";272785;68499;91137;242381;674802
"210805 Paulino Neves";54204;2085;4334;5020;65643
"210810 Paulo Ramos";84321;67798;948194;719746;1820059
"210820 Pedreiras";975873;819280;787975;570619;3153747
"210825 Pedro do Rosário";8580;2160;47295;308777;366812
"210830 Penalva";398875;229243;287494;260917;1176529
"210840 Peri Mirim";58401;6449;266;685;65801
"210845 Peritoró";320951;359594;289244;327840;1297629
"210850 Pindaré-Mirim";222272;46687;4772;842;274573
"210860 Pinheiro";1750751;2559320;6835189;2138278;13283538
"210870 Pio XII";250523;291450;81080;71828;694881
"210880 Pirapemas";167812;126816;127737;348990;771355
"210890 Poção de Pedras";144403;113477;116165;285225;659270
"210900 Porto Franco";587390;585180;1248714;591827;3013111
"210905 Porto Rico do Maranhão";43307;1368;4241;7735;56651
"210910 Presidente Dutra";1221717;444660;270162;78713;2015252
"210920 Presidente Juscelino";114124;128186;91744;-;334054
"210923 Presidente Médici";56785;58093;59724;357962;532564
"210927 Presidente Sarney";47539;2263;4161;2485;56448
"210930 Presidente Vargas";95714;24125;18932;356907;495678
"210940 Primeira Cruz";596858;411303;208201;165011;1381373
"210945 Raposa";485822;156382;159699;180601;982504
"210950 Riachão";222635;144094;155365;110473;632567
"210955 Ribamar Fiquene";34060;410;428;863;35761
"210960 Rosário";1328373;356086;213171;435794;2333424
"210970 Sambaíba";23551;13853;17277;12495;67176
"210975 Santa Filomena do Maranhão";74683;25103;160959;54394;315139
"210980 Santa Helena";339808;541709;644892;319508;1845917
"210990 Santa Inês";2145620;3063108;2357999;1664964;9231691
"211000 Santa Luzia";717946;704889;1014376;666838;3104049
"211003 Santa Luzia do Paruá";439255;309670;71679;68902;889506
"211010 Santa Quitéria do Maranhão";149201;54977;100205;924184;1228567
"211020 Santa Rita";569169;432541;515558;471495;1988763
"211023 Santana do Maranhão";57295;50038;46769;32993;187095
"211027 Santo Amaro do Maranhão";5638;14635;39310;43105;102688
"211030 Santo Antônio dos Lopes";582384;441384;193817;141202;1358787
"211040 São Benedito do Rio Preto";200315;357458;502232;203046;1263051
"211050 São Bento";253681;162214;135855;93700;645450
"211060 São Bernardo";436285;130130;409766;778388;1754569
"211065 São Domingos do Azeitão";163962;38644;-;-;202606
"211070 São Domingos do Maranhão";243719;308257;251321;126065;929362
"211080 São Félix de Balsas";46934;120498;128652;91767;387851
"211085 São Francisco do Brejão";75448;23982;33457;25012;157899
"211090 São Francisco do Maranhão";53674;30949;419654;405994;910271
"211100 São João Batista";154048;61508;44156;41516;301228
"211102 São João do Carú";58388;20964;15563;21200;116115
"211105 São João do Paraíso";64816;91400;126913;373503;656632
"211107 São João do Soter";191727;189212;185672;141381;707992
"211110 São João dos Patos";305818;112655;123460;83604;625537
"211120 São José de Ribamar";2394463;1951593;1570948;1219779;7136783
"211125 São José dos Basílios";18600;180;56051;332995;407826
"211130 São Luís";15112945;12604094;11879196;9017671;48613906
"211140 São Luís Gonzaga do Maranhão";81042;112914;85422;409550;688928
"211150 São Mateus do Maranhão";604032;203749;297845;206395;1312021
"211153 São Pedro da Água Branca";842;780;69506;80456;151584
"211157 São Pedro dos Crentes";18541;388;43496;84841;147266
"211160 São Raimundo das Mangabeiras";180621;77191;86903;630778;975493
"211163 São Raimundo do Doca Bezerra";86091;59348;50612;49602;245653
"211167 São Roberto";88168;35506;24002;18976;166652
"211170 São Vicente Ferrer";145707;134816;47537;15558;343618
"211172 Satubinha";214604;28459;16172;33567;292802
"211174 Senador Alexandre Costa";34336;30328;28214;69181;162059
"211176 Senador La Rocque";79495;873;4475;36556;121399
"211178 Serrano do Maranhão";26845;-;15081;831512;873438
"211180 Sítio Novo";186773;134268;131732;89059;541832
"211190 Sucupira do Norte";162585;35895;68215;35900;302595
"211195 Sucupira do Riachão";38851;26852;25619;22169;113491
"211200 Tasso Fragoso";68123;92510;118837;79453;358923
"211210 Timbiras";57264;64348;60025;62967;244604
"211220 Timon";2368237;1051084;1197098;852843;5469262
"211223 Trizidela do Vale";390946;312317;939784;1268633;2911680
"211227 Tufilândia";49965;58343;48296;612683;769287
"211230 Tuntum";314140;627698;640378;445255;2027471
"211240 Turiaçu";424496;129266;56630;8416;618808
"211245 Turilândia";135867;18021;-;-;153888
"211250 Tutóia";249486;114464;161093;339710;864753
"211260 Urbano Santos";229162;104111;282320;89516;705109
"211270 Vargem Grande";348904;172802;821734;1731501;3074941
"211280 Viana";168747;109005;115100;71526;464378
"211285 Vila Nova dos Martírios";54336;184743;269519;20595;529193
"211290 Vitória do Mearim";260672;228053;201187;524837;1214749
"211300 Vitorino Freire";1700713;2692936;3967592;1782466;10143707
"211400 Zé Doca";630353;623702;638718;544553;2437326
"210000 Maranhão - Gestão estadual";32675358;33985798;30586898;25217483;122465537
"220005 Acauã";82881;808;560;526;84775
"220010 Agricolândia";36876;1144;958;1011;39989
"220020 Água Branca";302164;229557;224332;134851;890904
"220025 Alagoinha do Piauí";57893;478;795;1616;60782
"220027 Alegrete do Piauí";41785;562;541;5412;48300
"220030 Alto Longá";98376;552;644;720;100292
"220040 Altos";76149;1704;1300;207;79360
"220045 Alvorada do Gurguéia";30075;238;430;393;31136
"220050 Amarante";68790;234;162;132;69318
"220060 Angical do Piauí";43984;74;-;-;44058
"220070 Anísio de Abreu";22124;962;196;-;23282
"220080 Antônio Almeida";42660;35717;276;631;79284
"220090 Aroazes";50955;168;90;58;51271
"220095 Aroeiras do Itaim";6363;4179;108;147;10797
"220100 Arraial";26385;673;766;910;28734
"220105 Assunção do Piauí";11897;107;-;-;12004
"220110 Avelino Lopes";39564;917;972;1633;43086
"220115 Baixa Grande do Ribeiro";40491;470;466;526;41953
"220117 Barra D'Alcântara";35070;353;194;321;35938
"220120 Barras";385915;233256;241776;136395;997342
"220130 Barreiras do Piauí";21248;443;536;147;22374
"220140 Barro Duro";37930;35155;41575;26670;141330
"220150 Batalha";109153;870;856;1035;111914
"220155 Bela Vista do Piauí";44054;1913;1791;1194;48952
"220157 Belém do Piauí";17954;420;408;353;19135
"220160 Beneditinos";68457;1179;1123;1237;71996
"220170 Bertolínia";26930;795;1548;1214;30487
"220173 Betânia do Piauí";17705;255;302;324;18586
"220177 Boa Hora";14891;153;47;109;15200
"220180 Bocaina";44341;275;206;679;45501
"220190 Bom Jesus";88738;1580;1915;1923;94156
"220191 Bom Princípio do Piauí";27463;168;161;272;28064
"220192 Bonfim do Piauí";40377;82;99;290;40848
"220194 Boqueirão do Piauí";42637;79;59;230;43005
"220196 Brasileira";79236;973;-;-;80209
"220198 Brejo do Piauí";12738;1619;1431;1474;17262
"220200 Buriti dos Lopes";121479;76169;106302;68417;372367
"220202 Buriti dos Montes";54;-;-;-;54
"220205 Cabeceiras do Piauí";120876;59035;-;-;179911
"220207 Cajazeiras do Piauí";18667;663;699;878;20907
"220208 Cajueiro da Praia";29993;533;618;646;31790
"220209 Caldeirão Grande do Piauí";22382;17952;17964;17054;75352
"220210 Campinas do Piauí";70549;803;1232;1068;73652
"220211 Campo Alegre do Fidalgo";41215;37536;59595;39287;177633
"220213 Campo Grande do Piauí";55088;14336;23500;15747;108671
"220217 Campo Largo do Piauí";52371;51502;959381;39233;1102487
"220220 Campo Maior";639316;501018;536751;341664;2018749
"220225 Canavieira";27755;667;-;-;28422
"220230 Canto do Buriti";74283;1064;1173;1131;77651
"220240 Capitão de Campos";1255401;335;362;1626;1257724
"220245 Capitão Gervásio Oliveira";19335;-;56;228;19619
"220250 Caracol";48665;1531;597;1034;51827
"220253 Caraúbas do Piauí";63297;1087;756;584;65724
"220255 Caridade do Piauí";26108;633;698;1195;28634
"220260 Castelo do Piauí";116108;14108;1864;655;132735
"220265 Caxingó";29281;792;3769;915;34757
"220270 Cocal";91491;1240;571;676;93978
"220271 Cocal de Telha";27113;238;221;844;28416
"220272 Cocal dos Alves";41687;14981;14320;14344;85332
"220273 Coivaras";17682;230;262;438;18612
"220275 Colônia do Gurguéia";37327;608;476;463;38874
"220277 Colônia do Piauí";20478;302;582;312;21674
"220280 Conceição do Canindé";27229;92;98;210;27629
"220285 Coronel José Dias";45805;112;165;204;46286
"220290 Corrente";248912;101066;108822;82380;541180
"220300 Cristalândia do Piauí";4427;355;369;637;5788
"220310 Cristino Castro";5285;417;532;497;6731
"220320 Curimatá";44459;462;410;878;46209
"220323 Currais";37582;34347;27505;103;99537
"220327 Curral Novo do Piauí";13461;388;107;92;14048
"220325 Curralinhos";25741;696;537;504;27478
"220330 Demerval Lobão";76520;1627;1510;2314;81971
"220335 Dirceu Arcoverde";13336;-;-;-;13336
"220340 Dom Expedito Lopes";463;215;279;349;1306
"220345 Dom Inocêncio";39083;355;234;504;40176
"220342 Domingos Mourão";26529;22900;60;65;49554
"220350 Elesbão Veloso";175041;279703;1121384;4778;1580906
"220360 Eliseu Martins";18533;1027;1437;722;21719
"220370 Esperantina";205066;1237;1179;1821;209303
"220375 Fartura do Piauí";863;384;490;314;2051
"220380 Flores do Piauí";30307;776;656;634;32373
"220385 Floresta do Piauí";15965;-;-;792;16757
"220390 Floriano";993540;990380;1032173;852632;3868725
"220400 Francinópolis";19914;23;451;618;21006
"220410 Francisco Ayres";18612;791;700;935;21038
"220415 Francisco Macedo";9961;63;81;71;10176
"220420 Francisco Santos";85410;9160;18598;7878;121046
"220430 Fronteiras";41231;602;889;-;42722
"220435 Geminiano";15845;789;522;382;17538
"220440 Gilbués";20195;724;729;1203;22851
"220450 Guadalupe";46650;782;1139;798;49369
"220455 Guaribas";21292;183;134;197;21806
"220460 Hugo Napoleão";21969;109;166;78;22322
"220465 Ilha Grande";44416;-;545;-;44961
"220470 Inhuma";83702;1306;1033;1590;87631
"220480 Ipiranga do Piauí";82886;41446;47866;30613;202811
"220490 Isaías Coelho";37534;3263;1350;971;43118
"220500 Itainópolis";141262;68549;64429;39020;313260
"220510 Itaueira";45164;100;90;719;46073
"220515 Jacobina do Piauí";25836;235;-;-;26071
"220520 Jaicós";153414;105384;104920;98288;462006
"220525 Jardim do Mulato";19215;295;244;439;20193
"220527 Jatobá do Piauí";10562;86;50;148;10846
"220530 Jerumenha";6837;250;172;184;7443
"220535 João Costa";26880;15713;534230;6268;583091
"220540 Joaquim Pires";80779;267;565;771;82382
"220545 Joca Marques";34444;1302;1133;1078;37957
"220550 José de Freitas";225124;1188;1180;1156;228648
"220551 Juazeiro do Piauí";350;312;419;367;1448
"220552 Júlio Borges";1939;607;484;984;4014
"220553 Jurema";37563;-;-;-;37563
"220555 Lagoa Alegre";24885;162;128;504;25679
"220557 Lagoa de São Francisco";40741;354;471;823;42389
"220556 Lagoa do Barro do Piauí";42627;2365;7896;4528;57416
"220558 Lagoa do Piauí";22522;-;-;-;22522
"220559 Lagoa do Sítio";15811;54;-;-;15865
"220554 Lagoinha do Piauí";24885;18987;23018;503;67393
"220560 Landri Sales";44552;7725;940;663;53880
"220570 Luís Correia";70949;761;596;3729;76035
"220580 Luzilândia";59496;517;559;417;60989
"220585 Madeiro";927895;393849;709653;661678;2693075
"220590 Manoel Emídio";37200;18658;5952;3687;65497
"220595 Marcolândia";38258;-;205;168;38631
"220600 Marcos Parente";24562;249;122;174;25107
"220605 Massapê do Piauí";24458;1079;812;531;26880
"220610 Matias Olímpio";89090;86853;91590;41929;309462
"220620 Miguel Alves";-;1547;231;687;2465
"220630 Miguel Leão";14955;521;1032;993;17501
"220635 Milton Brandão";63600;456;382;1104;65542
"220640 Monsenhor Gil";64331;-;-;-;64331
"220650 Monsenhor Hipólito";66111;789;914;1161;68975
"220660 Monte Alegre do Piauí";32703;151;317;116;33287
"220667 Morro do Chapéu do Piauí";35243;1811;-;-;37054
"220669 Murici dos Portelas";85479;94512;96079;37302;313372
"220670 Nazaré do Piauí";37412;1191;365;832;39800
"220672 Nazária";33008;274;314;105;33701
"220675 Nossa Senhora de Nazaré";145043;152909;32031;132;330115
"220680 Nossa Senhora dos Remédios";42977;59;242;148;43426
"220795 Nova Santa Rita";34168;24555;24275;2272;85270
