 Procedimentos hospitalares do SUS - por local de residência - Brasil
Valor total por Município e Ano processamento
Período:2017-2020
"Município";"2017";"2018";"2019";"2020";"Total"
"350240 Anhumas";340091,92;495983,45;415926,91;350852,23;1602854,51
"350250 Aparecida";2950746,41;3476007,48;3453253,33;3418048,00;13298055,22
"350260 Aparecida d'Oeste";438458,44;660284,83;551311,30;622757,00;2272811,57
"350270 Apiaí";1487920,17;1622473,83;1540971,07;1625836,10;6277201,17
"350275 Araçariguama";970554,51;1035833,09;1182813,65;1245525,68;4434726,93
"350280 Araçatuba";16575631,72;16017370,23;17055615,63;16532552,98;66181170,56
"350290 Araçoiaba da Serra";1580403,67;1509251,74;1575483,50;1888290,27;6553429,18
"350300 Aramina";496033,83;640831,22;692166,39;631466,90;2460498,34
"350310 Arandu";679887,01;719427,02;564783,47;570741,54;2534839,04
"350315 Arapeí";138871,14;221532,95;188567,14;191631,02;740602,25
"350320 Araraquara";15866011,66;18015127,10;18652530,64;19711096,04;72244765,44
"350330 Araras";11855703,52;11804135,33;11450608,30;12285412,24;47395859,39
"350335 Arco-Íris";184808,09;163767,20;190489,08;247854,48;786918,85
"350340 Arealva";699621,29;942069,07;732262,04;808161,80;3182114,20
"350350 Areias";186926,14;299418,50;554076,53;165847,61;1206268,78
"350360 Areiópolis";977712,55;1238283,86;1073338,54;1147780,34;4437115,29
"350370 Ariranha";745476,32;725084,63;1054237,26;846815,42;3371613,63
"350380 Artur Nogueira";2259235,59;3123965,09;3014311,17;3407116,44;11804628,29
"350390 Arujá";4509739,00;4981338,01;4688044,55;4658035,94;18837157,50
"350395 Aspásia";193588,88;282311,05;232457,16;167339,60;875696,69
"350400 Assis";8705334,34;8811834,19;9180951,64;9115599,90;35813720,07
"350410 Atibaia";7120842,49;7016963,46;7517663,65;8210156,35;29865625,95
"350420 Auriflama";892300,21;1071067,78;1271803,99;1019507,73;4254679,71
"350430 Avaí";495594,98;552727,04;542217,76;853556,75;2444096,53
"350440 Avanhandava";776467,53;840578,75;900126,38;820271,04;3337443,70
"350450 Avaré";9259084,17;8709188,25;9070492,04;8332386,60;35371151,06
"350460 Bady Bassitt";2169447,49;2473429,33;3483426,69;3389276,56;11515580,07
"350470 Balbinos";221697,63;262781,91;190065,23;288168,80;962713,57
"350480 Bálsamo";1266038,66;1384519,73;1612007,54;2012861,72;6275427,65
"350490 Bananal";687219,04;442623,64;555565,43;453672,27;2139080,38
"350500 Barão de Antonina";250866,98;214748,90;416513,17;385351,22;1267480,27
"350510 Barbosa";747844,98;496104,64;388788,68;304450,54;1937188,84
"350520 Bariri";3129793,56;2576914,45;3208640,34;3274516,38;12189864,73
"350530 Barra Bonita";3314931,91;3029480,53;3153178,89;3343584,73;12841176,06
"350535 Barra do Chapéu";370740,89;346043,66;343461,64;307292,60;1367538,79
"350540 Barra do Turvo";411106,03;576312,49;535073,15;425500,44;1947992,11
"350550 Barretos";13236325,71;15410352,74;14469978,68;16825880,63;59942537,76
"350560 Barrinha";2996775,38;2847937,06;3082905,79;2731192,79;11658811,02
"350570 Barueri";23132603,52;24182065,45;28022028,63;27906541,42;103243239,02
"350580 Bastos";2247945,22;2168067,07;2190056,55;2115205,96;8721274,80
"350590 Batatais";7393828,67;7439704,29;7609373,37;7787022,12;30229928,45
"350600 Bauru";31006123,23;30075516,33;32343100,42;35909677,73;129334417,71
"350610 Bebedouro";4613626,34;4466577,59;5745823,74;5786085,90;20612113,57
"350620 Bento de Abreu";325205,82;160217,59;222098,60;124026,65;831548,66
"350630 Bernardino de Campos";1219820,21;1182753,09;1296335,26;1326517,30;5025425,86
"350635 Bertioga";3433527,30;3011118,08;2843903,33;3798795,84;13087344,55
"350640 Bilac";424334,53;461662,51;564522,76;435522,94;1886042,74
"350650 Birigui";7652459,48;6868830,31;8972682,33;8175115,82;31669087,94
"350660 Biritiba-Mirim";1840596,91;1892673,96;1710606,42;2310392,03;7754269,32
"350670 Boa Esperança do Sul";1049543,44;1193166,95;1186798,15;1350942,79;4780451,33
"350680 Bocaina";1035860,78;873840,50;1085106,54;1037091,42;4031899,24
"350690 Bofete";1233410,74;1244343,49;1325557,45;1597179,22;5400490,90
"350700 Boituva";2777250,37;3155279,63;3280268,09;3566632,00;12779430,09
"350710 Bom Jesus dos Perdões";1585286,15;1388883,14;1591835,52;1900401,06;6466405,87
"350715 Bom Sucesso de Itararé";256860,47;299412,98;331965,65;202642,67;1090881,77
"350720 Borá";79400,58;81657,10;141541,71;55180,45;357779,84
"350730 Boracéia";388656,75;503166,35;453140,38;408748,08;1753711,56
"350740 Borborema";1369244,05;1262858,44;1415337,69;1452205,51;5499645,69
"350745 Borebi";295697,68;379690,76;336516,87;377288,67;1389193,98
"350750 Botucatu";17811367,33;19710756,63;20111328,46;19424717,27;77058169,69
"350760 Bragança Paulista";11945240,50;13273077,12;13946173,06;13386469,00;52550959,68
"350770 Braúna";310687,75;260052,24;253678,33;306746,12;1131164,44
"350775 Brejo Alegre";314254,38;146269,77;136125,62;213275,89;809925,66
"350780 Brodowski";2562798,85;2707860,80;2969143,83;2865503,16;11105306,64
"350790 Brotas";1878500,24;1881161,83;2008991,45;1896487,25;7665140,77
"350800 Buri";1441299,56;1436531,34;1610671,67;1346984,35;5835486,92
"350810 Buritama";1275982,54;1527997,62;1422646,10;1379582,07;5606208,33
"350820 Buritizal";346134,12;357522,98;444900,19;229806,53;1378363,82
"350830 Cabrália Paulista";359543,90;433756,70;460135,83;499707,68;1753144,11
"350840 Cabreúva";2914144,66;2544118,76;2670525,52;3467717,95;11596506,89
"350850 Caçapava";5757121,47;5260283,59;5674732,86;5757977,50;22450115,42
"350860 Cachoeira Paulista";1857797,81;2239780,01;2498910,91;2920694,12;9517182,85
"350870 Caconde";1803080,68;1893682,60;2174024,45;2040314,92;7911102,65
"350880 Cafelândia";1813039,63;1455367,74;1743352,12;1757245,67;6769005,16
"350890 Caiabu";330191,55;489374,47;512318,95;343645,67;1675530,64
"350900 Caieiras";4603427,57;5133693,05;5373561,84;5874073,83;20984756,29
"350910 Caiuá";444049,05;376543,85;336351,51;328634,26;1485578,67
"350920 Cajamar";3306034,74;3315164,22;3865138,83;3344209,62;13830547,41
"350925 Cajati";1737033,30;1853997,93;1871809,37;2177942,97;7640783,57
"350930 Cajobi";1136234,54;1023909,18;1240174,67;948109,36;4348427,75
"350940 Cajuru";2782104,01;2703012,86;2810238,53;3247576,99;11542932,39
"350945 Campina do Monte Alegre";305128,36;498904,01;372734,49;345326,50;1522093,36
"350950 Campinas";92081953,20;87323089,84;94159019,86;112633146,63;386197209,53
"350960 Campo Limpo Paulista";4546934,50;4103072,00;4260158,34;5156460,50;18066625,34
"350970 Campos do Jordão";3790401,63;4300202,89;3900524,86;4500635,91;16491765,29
"350980 Campos Novos Paulista";597161,16;562483,22;440864,57;433771,33;2034280,28
"350990 Cananéia";914259,00;824901,50;816581,11;947522,33;3503263,94
"350995 Canas";462618,35;426007,96;325936,62;389837,99;1604400,92
"351000 Cândido Mota";2089955,09;2737554,53;2744907,19;2687573,44;10259990,25
"351010 Cândido Rodrigues";196321,72;364635,91;176294,80;225374,13;962626,56
"351015 Canitar";452084,44;444010,22;671083,63;468655,68;2035833,97
"351020 Capão Bonito";2891158,78;2981121,10;3338394,64;2685825,04;11896499,56
"351030 Capela do Alto";1090178,85;1207626,30;1376193,88;1359271,44;5033270,47
"351040 Capivari";3046564,51;3153148,53;3307237,02;3431569,29;12938519,35
"351050 Caraguatatuba";12033605,85;12749232,32;13213701,89;15321436,49;53317976,55
"351060 Carapicuíba";29903829,36;31131649,33;30599064,53;29450256,47;121084799,69
"351070 Cardoso";1315933,91;1464593,05;1502937,92;1706837,85;5990302,73
"351080 Casa Branca";3364206,16;3978168,72;4508278,18;3490626,18;15341279,24
"351090 Cássia dos Coqueiros";366251,45;346301,32;429117,06;443377,59;1585047,42
"351100 Castilho";1210493,28;1154576,39;1222477,74;1249559,94;4837107,35
"351110 Catanduva";13751275,76;13508762,34;14020690,08;14728001,89;56008730,07
"351120 Catiguá";663636,07;618818,58;541724,75;844788,76;2668968,16
"351130 Cedral";1294441,84;1193196,43;1427276,39;1686697,00;5601611,66
"351140 Cerqueira César";1912193,05;1920861,36;1966505,17;2284884,43;8084444,01
"351150 Cerquilho";1951513,71;2236486,60;2193790,81;2696811,10;9078602,22
"351160 Cesário Lange";1095984,27;918906,22;1053748,48;1045396,29;4114035,26
"351170 Charqueada";1108794,81;1406684,25;1408250,98;1467785,27;5391515,31
"355720 Chavantes";1519765,21;1296593,08;1685773,40;1250356,19;5752487,88
"351190 Clementina";626482,45;474979,81;523062,28;431279,96;2055804,50
"351200 Colina";1682463,29;2009254,97;1883889,69;2210260,24;7785868,19
"351210 Colômbia";506092,06;945240,82;1216758,01;755051,51;3423142,40
"351220 Conchal";2316086,26;2465575,97;2679878,27;2575848,24;10037388,74
"351230 Conchas";1966028,97;1933130,88;2253707,08;2141553,95;8294420,88
"351240 Cordeirópolis";1313088,93;1878587,08;2163837,04;2003584,08;7359097,13
"351250 Coroados";457831,36;401974,02;458208,75;347535,23;1665549,36
"351260 Coronel Macedo";424455,43;477663,00;593565,50;486635,01;1982318,94
"351270 Corumbataí";323616,77;354380,94;422113,50;347540,39;1447651,60
"351280 Cosmópolis";3204413,32;3106323,25;3237469,96;3639612,16;13187818,69
"351290 Cosmorama";1063005,33;843414,27;1009072,40;1268631,83;4184123,83
"351300 Cotia";15798872,80;15740531,25;16565322,79;19534349,48;67639076,32
"351310 Cravinhos";3793827,92;3624224,53;3169503,73;4153926,39;14741482,57
"351320 Cristais Paulista";674671,28;774872,91;853282,26;1050585,92;3353412,37
"351330 Cruzália";129773,22;202781,76;204289,07;160668,65;697512,70
"351340 Cruzeiro";5697467,76;6336897,86;6948497,68;6715669,13;25698532,43
"351350 Cubatão";5224639,92;7521050,06;8349806,84;10266429,52;31361926,34
"351360 Cunha";1865309,30;2189223,72;2495517,81;1904544,54;8454595,37
"351370 Descalvado";2476389,68;2467322,54;2881854,85;2401275,75;10226842,82
"351380 Diadema";26956218,43;28823734,01;28883787,51;32380151,76;117043891,71
"351385 Dirce Reis";266006,56;174940,73;231934,74;123946,30;796828,33
"351390 Divinolândia";3460018,32;4859616,00;4937862,81;4741890,93;17999388,06
"351400 Dobrada";755430,20;760762,85;744762,49;973779,34;3234734,88
"351410 Dois Córregos";2075549,49;2121734,97;2287107,76;2190492,37;8674884,59
"351420 Dolcinópolis";221110,70;288561,64;293062,97;309871,18;1112606,49
"351430 Dourado";539425,85;610956,79;929843,72;899112,69;2979339,05
"351440 Dracena";4547939,60;4973280,24;4743683,64;4418480,50;18683383,98
"351450 Duartina";1261562,07;1507109,93;1492470,28;1445717,36;5706859,64
"351460 Dumont";876571,89;799797,34;717501,42;978028,67;3371899,32
"351470 Echaporã";743880,35;723479,11;954511,79;675322,12;3097193,37
"351480 Eldorado";720924,01;792570,07;638454,06;717862,40;2869810,54
"351490 Elias Fausto";950940,15;786290,89;1188215,59;1747704,69;4673151,32
"351492 Elisiário";236169,12;258914,48;521526,21;417148,45;1433758,26
"351495 Embaúba";426985,48;302586,75;336603,17;436999,16;1503174,56
"351500 Embu das Artes";19802437,56;20864885,59;20070859,49;23688287,54;84426470,18
"351510 Embu-Guaçu";4414436,31;5142902,54;5330526,51;6080587,00;20968452,36
"351512 Emilianópolis";375890,85;676732,28;385788,63;342389,10;1780800,86
"351515 Engenheiro Coelho";1432691,36;1868122,05;1609947,93;1418654,42;6329415,76
"351518 Espírito Santo do Pinhal";5257770,48;5201861,96;5081779,06;4667619,93;20209031,43
"351519 Espírito Santo do Turvo";408156,73;591294,03;515073,08;500696,43;2015220,27
"355730 Estiva Gerbi";889949,57;901206,22;1453882,81;841442,06;4086480,66
"351520 Estrela d'Oeste";784556,61;873626,36;971831,73;894963,64;3524978,34
"351530 Estrela do Norte";192053,76;175040,15;201703,53;257597,85;826395,29
"351535 Euclides da Cunha Paulista";790624,85;881992,18;917838,65;991384,96;3581840,64
"351540 Fartura";1601381,97;1703392,69;1611052,09;1950020,95;6865847,70
"351560 Fernando Prestes";482215,56;561580,95;559216,44;685035,50;2288048,45
"351550 Fernandópolis";6972269,57;7119089,44;7288310,47;7294478,72;28674148,20
"351565 Fernão";135750,41;271590,41;225229,76;206576,37;839146,95
"351570 Ferraz de Vasconcelos";10135223,87;11356821,91;11703359,59;12837662,67;46033068,04
"351580 Flora Rica";194426,03;139482,47;196055,29;143413,21;673377,00
"351590 Floreal";282344,79;331897,39;246796,91;334574,04;1195613,13
"351600 Flórida Paulista";1121342,03;1092132,54;1098764,11;791846,38;4104085,06
"351610 Florínia";158919,74;429591,14;240386,71;232944,85;1061842,44
"351620 Franca";33635630,56;33650611,03;35360217,00;33608725,46;136255184,05
"351630 Francisco Morato";9948820,61;10599752,89;10961824,18;12701577,90;44211975,58
"351640 Franco da Rocha";10706760,26;11217242,43;10288027,85;10673636,59;42885667,13
"351650 Gabriel Monteiro";178725,23;199229,80;240357,15;168868,17;787180,35
"351660 Gália";894168,27;787640,00;858280,23;813977,07;3354065,57
"351670 Garça";5720231,45;5184042,23;5999506,58;4957368,61;21861148,87
"351680 Gastão Vidigal";407462,80;255518,23;368540,48;566713,77;1598235,28
"351685 Gavião Peixoto";338687,84;392710,78;369784,38;474168,08;1575351,08
"351690 General Salgado";1597271,54;1573521,14;1345296,07;1390387,47;5906476,22
"351700 Getulina";794508,44;771036,51;702247,97;892120,45;3159913,37
"351710 Glicério";280320,79;386445,42;287617,96;279417,91;1233802,08
"351720 Guaiçara";851671,41;1093511,25;1156791,93;843502,54;3945477,13
"351730 Guaimbê";649113,00;572619,30;532695,04;627185,85;2381613,19
"351740 Guaíra";2890521,39;3314464,99;3291831,31;4437561,08;13934378,77
"351750 Guapiaçu";2389261,11;3126097,75;2537660,92;3953593,43;12006613,21
"351760 Guapiara";1202368,68;1012111,26;1323150,71;1279655,79;4817286,44
"351770 Guará";1089015,50;1255150,72;1566463,41;1931464,91;5842094,54
"351780 Guaraçaí";566818,53;681865,54;617269,56;544483,44;2410437,07
"351790 Guaraci";876875,99;822562,78;615448,74;936083,02;3250970,53
"351800 Guarani d'Oeste";203949,51;215646,89;266261,04;206513,69;892371,13
"351810 Guarantã";571990,07;810418,81;652739,58;753439,06;2788587,52
"351820 Guararapes";2692083,93;2650865,33;2786969,20;2810314,08;10940232,54
"351830 Guararema";1912995,26;2206749,65;2074182,20;2491111,00;8685038,11
"351840 Guaratinguetá";10127993,62;10415034,17;11764930,81;11592612,28;43900570,88
"351850 Guareí";722672,34;999841,80;773073,94;1025432,81;3521020,89
"351860 Guariba";3220519,34;3133512,15;3027295,01;3693823,45;13075149,95
"351870 Guarujá";17743293,81;18174780,81;18543319,36;20022307,56;74483701,54
"351880 Guarulhos";92478628,51;96494345,04;97015158,83;105871934,87;391860067,25
"351885 Guatapará";1007984,74;673409,13;915170,15;940244,47;3536808,49
"351890 Guzolândia";444077,89;363963,43;412550,73;356104,01;1576696,06
"351900 Herculândia";994651,75;1030288,38;1209722,07;1019752,91;4254415,11
"351905 Holambra";985779,83;1302374,84;1268513,60;1241723,82;4798392,09
"351907 Hortolândia";14352768,63;14709512,40;15814110,48;16771068,55;61647460,06
"351910 Iacanga";853062,52;1151070,39;969166,13;996138,50;3969437,54
"351920 Iacri";550984,65;735997,53;592191,16;630107,11;2509280,45
"351925 Iaras";425658,99;605649,72;563747,93;643178,30;2238234,94
"351930 Ibaté";2402708,63;2473650,51;2308022,04;2694035,99;9878417,17
"351940 Ibirá";1586915,50;1723958,74;1714816,97;2352596,54;7378287,75
"351950 Ibirarema";507483,88;518472,07;694714,93;604528,53;2325199,41
"351960 Ibitinga";5619907,02;5700604,93;5345826,94;5462914,55;22129253,44
"351970 Ibiúna";4088781,61;4552831,31;4796589,87;5222466,08;18660668,87
"351980 Icém";1396439,15;1136408,11;1158980,50;1451517,89;5143345,65
"351990 Iepê";890057,96;930715,70;893360,96;822915,41;3537050,03
"352000 Igaraçu do Tietê";2299940,02;2347554,81;2175452,58;2318714,41;9141661,82
"352010 Igarapava";1814514,04;1804714,75;2459394,81;2135028,05;8213651,65
"352020 Igaratá";928140,45;1087175,00;846540,76;1177887,49;4039743,70
"352030 Iguape";2087253,63;1840795,21;1938531,25;1907641,12;7774221,21
"352042 Ilha Comprida";929051,86;884297,17;955722,18;1007123,25;3776194,46
"352044 Ilha Solteira";1800514,82;1825774,04;1811148,42;1364560,71;6801997,99
"352040 Ilhabela";2721775,86;2919719,80;2813570,46;2771527,65;11226593,77
"352050 Indaiatuba";16135049,08;15513383,93;14962079,76;16921187,01;63531699,78
"352060 Indiana";432967,18;576110,09;496450,73;495418,60;2000946,60
"352070 Indiaporã";528541,03;419115,77;667893,83;498550,35;2114100,98
"352080 Inúbia Paulista";292667,89;362974,85;307047,95;384239,76;1346930,45
"352090 Ipaussu";1100078,84;1416036,10;1354949,54;1380620,96;5251685,44
"352100 Iperó";1613153,59;1388849,47;1629278,38;1774481,66;6405763,10
"352110 Ipeúna";471369,64;426339,08;518922,58;480748,23;1897379,53
"352115 Ipiguá";834875,73;1186178,07;831390,71;868168,04;3720612,55
"352120 Iporanga";259007,04;271450,88;343090,72;180237,89;1053786,53
"352130 Ipuã";920158,34;1040736,18;1120549,15;1252296,97;4333740,64
"352140 Iracemápolis";1358518,31;1455892,94;1695047,85;1247927,59;5757386,69
"352150 Irapuã";926845,14;828312,65;728436,38;743524,50;3227118,67
"352160 Irapuru";565680,96;510718,36;616116,79;625163,41;2317679,52
"352170 Itaberá";1200616,87;1717745,15;1460891,13;1158967,66;5538220,81
"352180 Itaí";2049163,86;1585616,77;2016018,35;2288757,66;7939556,64
"352190 Itajobi";2350407,16;2025915,15;2095163,57;2263091,30;8734577,18
"352200 Itaju";416678,96;375285,80;366120,92;333161,02;1491246,70
"352210 Itanhaém";4562056,53;5223341,03;6699948,35;7055366,72;23540712,63
"352215 Itaóca";264544,15;176787,61;180958,49;177090,63;799380,88
"352220 Itapecerica da Serra";12514908,39;12810641,97;13337870,87;15490976,87;54154398,10
"352230 Itapetininga";8593926,11;8749011,44;9381682,93;9600894,13;36325514,61
"352240 Itapeva";7507352,65;7304017,86;7530095,18;6455695,00;28797160,69
"352250 Itapevi";14911993,24;16847676,77;17052658,58;17851167,89;66663496,48
"352260 Itapira";7058271,52;7315151,58;6883012,58;7655432,61;28911868,29
"352265 Itapirapuã Paulista";266448,84;168671,85;219533,13;206240,33;860894,15
"352270 Itápolis";4438310,28;4160115,07;4664428,59;4032319,79;17295173,73
"352280 Itaporanga";1387466,28;1191068,14;1448648,59;1347549,52;5374732,53
